Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-01 00:00:00-05:00,259.5477658600495,280.3890481887113,254.97625777073043,263.6900634765625,988921000,0.26,0.0
2026-03-01 00:00:00-05:00,262.1684569373159,266.28465962543123,245.28400413204236,253.55638122558594,900035700,0.0,0.0
2026-04-01 00:00:00-04:00,253.84614162180483,275.7459641951834,245.47384985958934,271.1002502441406,907538500,0.0,0.0
2026-05-01 00:00:00-04:00,278.603312412836,314.7100624688159,274.6069941592637,311.77276611328125,981286400,0.27,0.0
2026-06-01 00:00:00-04:00,309.6300048828125,317.3999938964844,287.3800048828125,297.010009765625,791083659,0.0,0.0
